"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"748","867","V. Carter†|†J. Collins†|†J. Kidd†|†R. Mercer†|†J. Vaughn","NJN","2004-05","3","14.9","27","27","86.8","35.4","64.3",".550","3.2","12.9",".250",".575","28.9","35.4",".818","102.9","25.7","16.1","3.2","19.3","32.2","+6.4","+12.9","-.013","-3.2","-3.2","-.150","-0.050","0.0","-12.9","+.218","+9.6","Vince Carter","Jason Collins","Jason Kidd","Ron Mercer","Jacque Vaughn","/players/c/cartevi01.html","/players/c/collija04.html","/players/k/kiddja01.html","/players/m/mercero01.html","/players/v/vaughja01.html"
"758","868","D. Diop†|†L. Harris†|†L. James†|†E. Snow†|†R. Traylor","CLE","2004-05","6","14.9","27","28","88.8","42.0","90.4",".464","3.2","9.7",".333",".482","3.2","6.5",".500","90.4","32.3","6.5","6.5","9.7","32.3","+12.9","+9.7","+.104","0.0","-9.7","+.167","+.102","-22.6","-35.5","-.115","+3.2","DeSagana Diop","Lucious Harris","LeBron James","Eric Snow","Robert Traylor","/players/d/diopde01.html","/players/h/harrilu01.html","/players/j/jamesle01.html","/players/s/snower01.html","/players/t/traylro01.html"
"768","869","K. Anderson†|†J. Barry†|†J. Collier†|†A. Harrington†|†A. Walker","ATL","2004-05","6","14.9","30","30","97.0","35.6","84.0",".423","6.5","19.4",".333",".462","29.1","45.3",".643","106.7","29.1","25.9","0.0","9.7","12.9","+3.2","+3.2","+.023","+6.5","-6.5","+.333","+.062","+9.7","+25.9","-.357","+22.6","Kenny Anderson","Jon Barry","Jason Collier","Al Harrington","Antoine Walker","/players/a/anderke01.html","/players/b/barryjo01.html","/players/c/collija02.html","/players/h/harrial01.html","/players/w/walkean02.html"
"778","870","T. Delk†|†O. Ekezie†|†T. Gugliotta†|†T. Lue†|†J. Smith","ATL","2004-05","3","14.8","29","30","95.5","55.0","93.8",".586","3.2","3.2","1.000",".603","22.7","29.1",".778","135.9","38.8","9.7","3.2","9.7","19.4","+16.2","+29.1","-.014","-6.5","-6.5",".000","-0.072","0.0","0.0",".000","+25.9","Tony Delk","Obinna Ekezie","Tom Gugliotta","Tyronn Lue","Josh Smith","/players/d/delkto01.html","/players/e/ekeziob01.html","/players/g/guglito01.html","/players/l/luety01.html","/players/s/smithjo03.html"
"788","871","M. Bibby†|†D. Christie†|†B. Miller†|†G. Ostertag†|†P. Stojakovic","SAC","2004-05","4","14.8","32","33","105.1","38.8","80.9",".480","9.7","22.6",".429",".540","48.5","51.8",".938","135.9","29.1","6.5","6.5","16.2","9.7","0.0","-22.6","+.105","+6.5","+12.9","+.095","+.149","+38.8","+38.8","+.188","+45.3","Mike Bibby","Doug Christie","Brad Miller","Greg Ostertag","Peja Stojakoviƒá","/players/b/bibbymi01.html","/players/c/chrisdo01.html","/players/m/millebr01.html","/players/o/ostergr01.html","/players/s/stojape01.html"
"798","872","C. Andersen†|†P. Brown†|†D. Dickau†|†C. Jacobsen†|†G. Lynch","NOH","2004-05","6","14.8","27","26","85.9","42.1","74.5",".565","3.2","13.0",".250",".587","29.2","32.4",".900","116.7","32.4","9.7","3.2","16.2","25.9","+22.7","+6.5","+.280","+3.2","-9.7","+.250","+.301","+6.5","0.0","+.200","+55.1","Chris Andersen","P.J. Brown","Dan Dickau","Casey Jacobsen","George Lynch","/players/a/anderch01.html","/players/b/brownpj01.html","/players/d/dickada01.html","/players/j/jacobca01.html","/players/l/lynchge01.html"
"808","873","R. Humphrey†|†D. Jones†|†M. Miller†|†J. Tsakalidis†|†E. Watson","MEM","2004-05","2","14.8","29","29","94.2","32.5","97.4",".333","0.0","9.7",".000",".333","32.5","42.2",".769","97.4","9.7","3.2","9.7","9.7","26.0","+6.5","+19.5",".000","-6.5","-3.2","-.500","-0.042","+3.2","+3.2","+.019","+9.7","Ryan Humphrey","Dahntay Jones","Mike Miller","Jake Tsakalidis","Earl Watson","/players/h/humphry01.html","/players/j/jonesda02.html","/players/m/millemi01.html","/players/t/tsakaja01.html","/players/w/watsoea01.html"
"8111","874","R. Buford†|†V. Carter†|†J. Kidd†|†J. Smith†|†J. Vaughn","NJN","2004-05","1","14.8","30","28","94.1","48.7","84.3",".577","16.2","22.7",".714",".673","25.9","32.4",".800","139.5","25.9","9.7","13.0","6.5","16.2","+16.2","+9.7","+.142","+3.2","-6.5","+.270","+.151","+9.7","+13.0","-.033","+45.4","Rodney Buford","Vince Carter","Jason Kidd","Jabari Smith","Jacque Vaughn","/players/b/buforro01.html","/players/c/cartevi01.html","/players/k/kiddja01.html","/players/s/smithja01.html","/players/v/vaughja01.html"
"829","875","T. Chandler†|†A. Davis†|†L. Deng†|†B. Gordon†|†J. Pargo","CHI","2004-05","3","14.7","26","28","87.9","32.6","61.9",".526","13.0","22.8",".571",".632","19.5","19.5","1.000","97.7","26.1","3.3","0.0","22.8","16.3","-3.3","-35.8","+.160","+13.0","0.0","+.571","+.265","+9.8","+3.3","+.400","+16.3","Tyson Chandler","Antonio Davis","Luol Deng","Ben Gordon","Jannero Pargo","/players/c/chandty01.html","/players/d/davisan01.html","/players/d/denglu01.html","/players/g/gordobe01.html","/players/p/pargoja01.html"
"838","876","J. Collins†|†H. Eisley†|†M. Harpring†|†K. Humphries†|†K. Snyder","UTA","2004-05","4","14.7","29","28","93.1","29.4","68.6",".429","3.3","9.8",".333",".452","42.4","68.6",".619","104.5","13.1","6.5","3.3","26.1","45.7","+9.8","+9.8","+.095","-6.5","-16.3","-.042","+.036","0.0","+6.5","-.065","+13.1","Jarron Collins","Howard Eisley","Matt Harpring","Kris Humphries","Kirk Snyder","/players/c/collija03.html","/players/e/eisleho01.html","/players/h/harprma01.html","/players/h/humphkr01.html","/players/s/snydeki01.html"
"848","877","K. Gill†|†M. James†|†D. Mason†|†Z. Pachulia†|†E. Strickland","MIL","2004-05","2","14.7","25","25","81.8","26.2","88.4",".296","6.5","22.9",".286",".333","13.1","19.6",".667","72.0","16.4","3.3","0.0","9.8","26.2","+3.3","+3.3","+.027","+6.5","+6.5","+.286","+.064","0.0","+6.5","-.333","+13.1","Kendall Gill","Mike James","Desmond Mason","Zaza Pachulia","Erick Strickland","/players/g/gillke01.html","/players/j/jamesmi01.html","/players/m/masonde01.html","/players/p/pachuza01.html","/players/s/stricer01.html"
"858","878","C. Atkins†|†C. Butler†|†B. Grant†|†L. Odom†|†S. Vujacic","LAL","2004-05","3","14.7","27","26","86.8","39.3","88.4",".444","6.5","36.0",".182",".481","16.4","19.6",".833","101.5","22.9","9.8","0.0","16.4","6.5","0.0","+22.9","-.156","+6.5","+36.0","","-0.119","+16.4","+19.6","","+22.9","Chucky Atkins","Caron Butler","Brian Grant","Lamar Odom","Sasha Vujaƒçiƒá","/players/a/atkinch01.html","/players/b/butleca01.html","/players/g/grantbr01.html","/players/o/odomla01.html","/players/v/vujacsa01.html"
"868","879","R. Allen†|†N. Collison†|†A. Daniels†|†R. Evans†|†R. Murray","SEA","2004-05","7","14.7","27","24","83.4","32.7","75.3",".435","3.3","19.6",".167",".457","29.5","39.3",".750","98.2","13.1","6.5","0.0","16.4","19.6","+3.3","+13.1","-.039","+3.3","+9.8","+.167","-0.017","+9.8","+16.4","-.107","+19.6","Ray Allen","Nick Collison","Antonio Daniels","Reggie Evans","Ronald Murray","/players/a/allenra02.html","/players/c/collini01.html","/players/d/daniean01.html","/players/e/evansre01.html","/players/m/murraro01.html"
"878","880","C. Cheaney†|†S. Claxton†|†D. Fisher†|†A. Foyle†|†T. Murphy","GSW","2004-05","5","14.7","30","31","99.6","45.7","88.2",".519","6.5","19.6",".333",".556","0.0","0.0","","98.0","22.9","13.1","3.3","19.6","19.6","+9.8","+22.9","-.031","0.0","+6.5","-.167","-0.044","-9.8","-19.6","","+9.8","Calbert Cheaney","Speedy Claxton","Derek Fisher","Adonal Foyle","Troy Murphy","/players/c/cheanca01.html","/players/c/claxtsp01.html","/players/f/fishede01.html","/players/f/foylead01.html","/players/m/murphtr01.html"
"908","881","S. Francis†|†G. Hill†|†D. Howard†|†C. Mobley†|†H. T¸rkoglu","ORL","2004-05","4","14.7","31","33","104.6","45.8","91.5",".500","3.3","6.5",".500",".518","32.7","52.3",".625","127.4","16.3","9.8","3.3","3.3","42.5","+19.6","+16.3","+.152","-3.3","-3.3","-.167","+.127","-29.4","-29.4","-.135","+6.5","Steve Francis","Grant Hill","Dwight Howard","Cuttino Mobley","Hedo T√ºrkoƒülu","/players/f/francst01.html","/players/h/hillgr01.html","/players/h/howardw01.html","/players/m/moblecu01.html","/players/t/turkohe01.html"
"9112","882","E. Brand†|†R. Brunson†|†M. Jaric†|†C. Maggette†|†é. Rebraca","LAC","2004-05","3","14.6","28","26","89.1","36.3","59.4",".611","6.6","6.6","1.000",".667","33.0","52.8",".625","112.2","26.4","3.3","6.6","16.5","26.4","+3.3","-19.8","+.194","+3.3","-9.9","+.800","+.229","+13.2","+23.1","-.042","+23.1","Elton Brand","Rick Brunson","Marko Jariƒá","Corey Maggette","≈Ωeljko Rebraƒça","/players/b/brandel01.html","/players/b/brunsri01.html","/players/j/jaricma01.html","/players/m/maggeco01.html","/players/r/rebraze01.html"
"9210","883","U. Haslem†|†D. Jones†|†S. O'Neal†|†W. Person†|†D. Wade","MIA","2004-05","5","14.6","26","25","83.6","45.9","85.2",".538","13.1","26.2",".500",".615","23.0","26.2",".875","127.9","26.2","9.8","3.3","3.3","6.6","+3.3","+3.3","+.018","0.0","+6.6","-.167","+.015","+19.7","+16.4","+.542","+26.2","Udonis Haslem","Damon Jones","Shaquille O'Neal","Wesley Person","Dwyane Wade","/players/h/hasleud01.html","/players/j/jonesda01.html","/players/o/onealsh01.html","/players/p/persowe01.html","/players/w/wadedw01.html"
"938","884","A. Croshere†|†A. Johnson†|†J. Jones†|†R. Miller†|†J. O'Neal","IND","2004-05","1","14.6","28","28","92.3","42.8","89.0",".481","9.9","26.4",".375",".537","13.2","19.8",".667","108.7","19.8","9.9","6.6","6.6","16.5","+9.9","+3.3","+.097","+6.6","+19.8","-.125","+.133","-6.6","-3.3","-.190","+19.8","Austin Croshere","Anthony Johnson","James Jones","Reggie Miller","Jermaine O'Neal","/players/c/croshau01.html","/players/j/johnsan02.html","/players/j/jonesja02.html","/players/m/millere01.html","/players/o/onealje01.html"
"948","885","S. Battier†|†B. Cardinal†|†M. Miller†|†J. Tsakalidis†|†J. Williams","MEM","2004-05","4","14.6","28","27","90.3","55.8","75.5",".739","16.4","29.6",".556",".848","19.7","19.7","1.000","147.8","42.7","9.9","3.3","13.1","16.4","+16.4","-13.1","+.295","+13.1","+13.1","+.356","+.385","-9.9","-9.9",".000","+36.1","Shane Battier","Brian Cardinal","Mike Miller","Jake Tsakalidis","Jason Williams","/players/b/battish01.html","/players/c/cardibr01.html","/players/m/millemi01.html","/players/t/tsakaja01.html","/players/w/willija02.html"
"958","886","M. Ely†|†J. Hart†|†J. Kapono†|†B. Robinson†|†J. Sampson","CHA","2004-05","2","14.5","27","28","91.0","46.3","82.8",".560","9.9","19.9",".500",".620","19.9","39.7",".500","122.5","29.8","13.2","6.6","3.3","29.8","+13.2","+6.6","+.125","+6.6","+9.9","+.167","+.163","-9.9","-6.6","-.143","+23.2","Melvin Ely","Jason Hart","Jason Kapono","Bernard Robinson","Jamal Sampson","/players/e/elyme01.html","/players/h/hartja01.html","/players/k/kaponja01.html","/players/r/robinbe01.html","/players/s/sampsja01.html"
"968","887","L. Chalmers†|†C. Maggette†|†M. Moore†|†é. Rebraca†|†B. Simmons","LAC","2004-05","5","14.5","26","28","89.4","39.7","82.8",".480","3.3","16.6",".200",".500","13.2","13.2","1.000","96.0","33.1","9.9","3.3","6.6","16.6","+3.3","+3.3","+.022","+3.3","+6.6","+.200","+.042","-3.3","-6.6","+.167","+6.6","Lionel Chalmers","Corey Maggette","Mikki Moore","≈Ωeljko Rebraƒça","Bobby Simmons","/players/c/chalmli01.html","/players/m/maggeco01.html","/players/m/mooremi01.html","/players/r/rebraze01.html","/players/s/simmobo01.html"
"978","888","S. Cassell†|†K. Garnett†|†F. Hoiberg†|†L. Sprewell†|†W. Szczerbiak","MIN","2004-05","9","14.5","32","28","99.1","49.5","82.6",".600","9.9","16.5",".600",".660","26.4","33.0",".800","135.4","36.3","13.2","6.6","13.2","42.9","+29.7","+6.6","+.339","+9.9","-13.2","+.600","+.399","-9.9","-26.4","+.189","+59.4","Sam Cassell","Kevin Garnett","Fred Hoiberg","Latrell Sprewell","Wally Szczerbiak","/players/c/cassesa01.html","/players/g/garneke01.html","/players/h/hoibefr01.html","/players/s/sprewla01.html","/players/s/szczewa02.html"
"988","889","M. Barnes†|†D. Christie†|†B. Jackson†|†G. Ostertag†|†D. Songaila","SAC","2004-05","8","14.5","26","30","92.8","26.5","79.5",".333","0.0","6.6",".000",".333","23.2","26.5",".875","76.2","23.2","13.3","6.6","9.9","16.6","+3.3","+3.3","+.029","0.0","-6.6",".000","+.029","0.0","-3.3","+.097","+6.6","Matt Barnes","Doug Christie","Bobby Jackson","Greg Ostertag","Darius Songaila","/players/b/barnema02.html","/players/c/chrisdo01.html","/players/j/jacksbo01.html","/players/o/ostergr01.html","/players/s/songada01.html"
"998","890","T. Brown†|†C. Butler†|†B. Cook†|†B. Grant†|†S. Vujacic","LAL","2004-05","4","14.5","26","26","86.0","29.8","82.7",".360","6.6","13.2",".500",".400","6.6","9.9",".667","72.7","16.5","6.6","0.0","9.9","6.6","0.0","+16.5","-.090","0.0","+6.6","-.500","-0.100","0.0","+3.3","-.333","0.0","Tierre Brown","Caron Butler","Brian Cook","Brian Grant","Sasha Vujaƒçiƒá","/players/b/brownti01.html","/players/b/butleca01.html","/players/c/cookbr01.html","/players/g/grantbr01.html","/players/v/vujacsa01.html"
"1008","891","E. Boykins†|†F. Elson†|†K. Martin†|†A. Miller†|†B. Russell","DEN","2004-05","6","14.4","27","28","91.6","40.0","99.9",".400","10.0","16.7",".600",".450","13.3","16.7",".800","103.2","26.6","16.7","0.0","10.0","30.0","+20.0","+43.3","+.047","+3.3","-3.3","+.267","+.038","-13.3","-16.7",".000","+30.0","Earl Boykins","Francisco Elson","Kenyon Martin","Andre Miller","Bryon Russell","/players/b/boykiea01.html","/players/e/elsonfr01.html","/players/m/martike01.html","/players/m/millean02.html","/players/r/russebr01.html"
"10112","892","W. Green†|†K. Korver†|†J. Salmons†|†B. Skinner†|†C. Williamson","PHI","2004-05","4","14.4","27","27","89.9","30.0","79.9",".375","16.7","30.0",".556",".479","26.6","33.3",".800","103.2","16.7","6.7","3.3","10.0","26.6","+6.7","+3.3","+.071","+10.0","0.0","+.333","+.131","+6.7","+13.3","-.200","+30.0","Willie Green","Kyle Korver","John Salmons","Brian Skinner","Corliss Williamson","/players/g/greenwi01.html","/players/k/korveky01.html","/players/s/salmojo01.html","/players/s/skinnbr01.html","/players/w/willico02.html"
"10210","893","A. Croshere†|†D. Harrison†|†S. Jackson†|†F. Jones†|†J. Tinsley","IND","2004-05","4","14.4","28","27","91.8","46.7","73.4",".636","16.7","23.4",".714",".750","13.4","26.7",".500","123.5","16.7","16.7","6.7","16.7","33.4","+20.0","+16.7","+.166","+13.4","+13.4","+.381","+.250","-6.7","-3.3","-.167","+46.7","Austin Croshere","David Harrison","Stephen Jackson","Fred Jones","Jamaal Tinsley","/players/c/croshau01.html","/players/h/harrida01.html","/players/j/jacksst02.html","/players/j/jonesfr01.html","/players/t/tinslja01.html"
"1038","894","T. Chandler†|†E. Curry†|†L. Deng†|†C. Duhon†|†E. Piatkowski","CHI","2004-05","5","14.4","27","26","88.5","36.8","70.2",".524","6.7","16.7",".400",".571","3.3","10.0",".333","83.5","23.4","3.3","6.7","30.1","23.4","+13.4","-13.4","+.244","-10.0","-20.0","-.055","+.191","-13.4","-16.7","-.292","+3.3","Tyson Chandler","Eddy Curry","Luol Deng","Chris Duhon","Eric Piatkowski","/players/c/chandty01.html","/players/c/curryed01.html","/players/d/denglu01.html","/players/d/duhonch01.html","/players/p/piatker01.html"
"1048","895","P. Brown†|†S. Claxton†|†L. Nailon†|†J. Smith†|†J. Vroman","NOH","2004-05","5","14.4","28","28","93.4","40.0","73.4",".545","3.3","6.7",".500",".568","13.3","20.0",".667","96.8","30.0","6.7","0.0","20.0","26.7","+16.7","-6.7","+.254","-6.7","-10.0","-.100","+.214","+3.3","-3.3","+.238","+30.0","P.J. Brown","Speedy Claxton","Lee Nailon","J.R. Smith","Jackson Vroman","/players/b/brownpj01.html","/players/c/claxtsp01.html","/players/n/nailole01.html","/players/s/smithjr01.html","/players/v/vromaja01.html"
"1058","896","B. Barry†|†B. Bowen†|†D. Brown†|†T. Duncan†|†T. Parker","SAS","2004-05","7","14.3","27","29","94.0","36.9","73.8",".500","3.4","13.4",".250",".523","10.1","20.1",".500","87.2","16.8","10.1","16.8","16.8","20.1","+23.5","+6.7","+.300","+3.4","+6.7","+.250","+.323","-10.1","-3.4","-.357","+40.3","Brent Barry","Bruce Bowen","Devin Brown","Tim Duncan","Tony Parker","/players/b/barrybr01.html","/players/b/bowenbr01.html","/players/b/brownde02.html","/players/d/duncati01.html","/players/p/parketo01.html"
"1068","897","R. Bowen†|†T. McGrady†|†D. Mutombo†|†B. Sura†|†D. Wesley","HOU","2004-05","4","14.3","28","29","95.7","47.0","90.7",".519","10.1","16.8",".600",".574","23.5","30.2",".778","127.7","20.2","10.1","0.0","0.0","10.1","+20.2","+3.4","+.211","0.0","-20.2","+.327","+.209","+13.4","+16.8","+.028","+53.8","Ryan Bowen","Tracy McGrady","Dikembe Mutombo","Bob Sura","David Wesley","/players/b/bowenry01.html","/players/m/mcgratr01.html","/players/m/mutomdi01.html","/players/s/surabo01.html","/players/w/wesleda01.html"
"1078","898","M. Bibby†|†M. Evans†|†G. Ostertag†|†P. Stojakovic†|†C. Webber","SAC","2004-05","4","14.3","26","27","88.7","43.5","80.4",".542","0.0","13.4",".000",".542","16.7","26.8",".625","103.8","20.1","3.3","6.7","3.3","16.7","+6.7","-13.4","+.149","-10.0","+3.3","-1.000","+.095","0.0","0.0",".000","+3.3","Mike Bibby","Maurice Evans","Greg Ostertag","Peja Stojakoviƒá","Chris Webber","/players/b/bibbymi01.html","/players/e/evansma01.html","/players/o/ostergr01.html","/players/s/stojape01.html","/players/w/webbech01.html"
"1088","899","E. Brand†|†C. Kaman†|†D. Martin†|†Q. Ross†|†B. Simmons","LAC","2004-05","4","14.3","27","26","89.0","33.6","90.6",".370","0.0","0.0","",".370","23.5","30.2",".778","90.6","23.5","3.4","0.0","3.4","10.1","0.0","+13.4","-.064","-10.1","-13.4","","-0.130","+16.8","+13.4","+.378","+6.7","Elton Brand","Chris Kaman","Darrick Martin","Quinton Ross","Bobby Simmons","/players/b/brandel01.html","/players/k/kamanch01.html","/players/m/martida01.html","/players/r/rossqu01.html","/players/s/simmobo01.html"
"1098","900","R. Allen†|†R. Evans†|†J. James†|†V. Radmanovic†|†L. Ridnour","SEA","2004-05","8","14.2","26","27","89.5","40.5","74.3",".545","3.4","13.5",".250",".568","6.8","13.5",".500","91.2","27.0","16.9","3.4","13.5","30.4","+6.8","0.0","+.091","0.0","-3.4","+.050","+.091","-3.4","-10.1","+.071","+10.1","Ray Allen","Reggie Evans","Jerome James","Vladimir Radmanoviƒá","Luke Ridnour","/players/a/allenra02.html","/players/e/evansre01.html","/players/j/jamesje01.html","/players/r/radmavl01.html","/players/r/ridnolu01.html"
"222","901","A. Daniels†|†R. Lewis†|†V. Potapenko†|†V. Radmanovic†|†L. Ridnour","SEA","2004-05","3","14.2","29","29","98.0","40.6","64.2",".632","3.4","13.5",".250",".658","50.7","64.2",".789","135.2","23.7","10.1","0.0","10.1","16.9","+10.1","-6.8","+.203","-6.8","-3.4","-.350","+.158","+27.0","+37.2","-.086","+40.6","Antonio Daniels","Rashard Lewis","Vitaly Potapenko","Vladimir Radmanoviƒá","Luke Ridnour","/players/d/daniean01.html","/players/l/lewisra02.html","/players/p/potapvi01.html","/players/r/radmavl01.html","/players/r/ridnolu01.html"
"330","902","C. Cheaney†|†S. Claxton†|†D. Davis†|†T. Murphy†|†J. Richardson","GSW","2004-05","6","14.2","27","29","94.9","23.7","88.1",".269","6.8","23.7",".286",".308","27.1","27.1","1.000","81.3","10.2","16.9","13.6","13.6","37.3","-6.8","+3.4","-.091","+6.8","+16.9","+.286","-0.052","+13.6","-3.4","+.556","+6.8","Calbert Cheaney","Speedy Claxton","Dale Davis","Troy Murphy","Jason Richardson","/players/c/cheanca01.html","/players/c/claxtsp01.html","/players/d/davisda01.html","/players/m/murphtr01.html","/players/r/richaja01.html"
"430","903","A. Croshere†|†J. Foster†|†J. Jones†|†R. Miller†|†J. Tinsley","IND","2004-05","2","14.1","28","29","97.3","37.5","88.7",".423","6.8","23.9",".286",".462","17.1","23.9",".714","99.0","20.5","6.8","10.2","13.6","20.5","+3.4","+3.4","+.023","0.0","+13.6","-.381","+.022","-6.8","-6.8","-.063","0.0","Austin Croshere","Jeff Foster","James Jones","Reggie Miller","Jamaal Tinsley","/players/c/croshau01.html","/players/f/fosteje01.html","/players/j/jonesja02.html","/players/m/millere01.html","/players/t/tinslja01.html"
"530","904","C. Andersen†|†B. Davis†|†C. Jacobsen†|†B. Nachbar†|†L. Nailon","NOH","2004-05","1","14.1","25","24","83.7","34.2","78.6",".435","6.8","20.5",".333",".478","6.8","17.1",".400","82.0","23.9","10.2","6.8","17.1","27.3","+13.7","+13.7","+.119","-6.8","-10.2","-.111","+.057","-17.1","-13.7","-.378","+3.4","Chris Andersen","Baron Davis","Casey Jacobsen","Bo≈°tjan Nachbar","Lee Nailon","/players/a/anderch01.html","/players/d/davisba01.html","/players/j/jacobca01.html","/players/n/nachbbo01.html","/players/n/nailole01.html"
"630","905","J. Childress†|†T. Delk†|†B. Diaw†|†O. Ekezie†|†A. Walker","ATL","2004-05","5","14.1","24","26","85.2","47.7","71.6",".667","0.0","6.8",".000",".667","17.0","20.4",".833","112.5","20.4","17.0","0.0","13.6","34.1","+23.9","+6.8","+.298","-3.4","0.0","-.500","+.272","-27.3","-30.7","-.033","+17.0","Josh Childress","Tony Delk","Boris Diaw","Obinna Ekezie","Antoine Walker","/players/c/childjo01.html","/players/d/delkto01.html","/players/d/diawbo01.html","/players/e/ekeziob01.html","/players/w/walkean02.html"
"730","906","D. Gooden†|†L. James†|†J. McInnis†|†I. Newble†|†S. Williams","CLE","2004-05","4","14.1","29","27","95.4","37.5","88.6",".423","3.4","10.2",".333",".442","13.6","17.0",".800","92.0","27.3","17.0","3.4","13.6","23.9","+6.8","+13.6","+.014","+3.4","0.0","+.333","+.033","-10.2","-13.6","+.022","+6.8","Drew Gooden","LeBron James","Jeff McInnis","Ira Newble","Scott Williams","/players/g/goodedr01.html","/players/j/jamesle01.html","/players/m/mcinnje01.html","/players/n/newblir01.html","/players/w/willisc01.html"
"830","907","S. Claxton†|†D. Davis†|†D. Fisher†|†T. Murphy†|†J. Richardson","GSW","2004-05","4","14.1","28","27","93.4","23.8","81.5",".292","10.2","27.2",".375",".354","10.2","30.6",".333","67.9","13.6","10.2","6.8","13.6","27.2","0.0","-3.4","+.012","+6.8","+17.0","+.042","+.054","-6.8","-3.4","-.167","0.0","Speedy Claxton","Dale Davis","Derek Fisher","Troy Murphy","Jason Richardson","/players/c/claxtsp01.html","/players/d/davisda01.html","/players/f/fishede01.html","/players/m/murphtr01.html","/players/r/richaja01.html"
"930","908","J. Childress†|†T. Delk†|†P. Drobnjak†|†R. Ivey†|†J. Smith","ATL","2004-05","4","14.1","26","22","81.8","37.5","78.4",".478","6.8","17.0",".400",".522","20.4","20.4","1.000","102.2","17.0","6.8","0.0","6.8","30.7","+3.4","+27.3","-.188","+6.8","+10.2","+.400","-0.145","-6.8","-10.2","+.111","+6.8","Josh Childress","Tony Delk","Predrag Drobnjak","Royal Ivey","Josh Smith","/players/c/childjo01.html","/players/d/delkto01.html","/players/d/drobnpr01.html","/players/i/iveyro01.html","/players/s/smithjo03.html"
"1030","909","S. Cassell†|†E. Griffin†|†F. Hoiberg†|†M. Olowokandi†|†W. Szczerbiak","MIN","2004-05","6","14.1","25","26","87.1","44.4","88.8",".500","10.2","13.7",".750",".558","13.7","17.1",".800","112.7","20.5","3.4","3.4","6.8","17.1","+27.3","+10.2","+.283","+6.8","+3.4","+.417","+.319","-10.2","-13.7","+.022","+51.2","Sam Cassell","Eddie Griffin","Fred Hoiberg","Michael Olowokandi","Wally Szczerbiak","/players/c/cassesa01.html","/players/g/griffed01.html","/players/h/hoibefr01.html","/players/o/olowomi01.html","/players/s/szczewa02.html"
"119","910","K. Cato†|†S. Francis†|†P. Garrity†|†G. Hill†|†J. Nelson","ORL","2004-05","5","14.0","28","29","97.9","37.8","82.4",".458","0.0","13.7",".000",".458","34.4","41.2",".833","109.9","17.2","6.9","0.0","6.9","20.6","0.0","-6.9","+.035","-6.9","-10.3","-.286","-0.003","+6.9","+10.3","-.056","0.0","Kelvin Cato","Steve Francis","Pat Garrity","Grant Hill","Jameer Nelson","/players/c/catoke01.html","/players/f/francst01.html","/players/g/garripa01.html","/players/h/hillgr01.html","/players/n/nelsoja01.html"
"129","911","B. Barry†|†M. GinÛbili†|†T. Massenburg†|†T. Parker†|†M. Rose","SAS","2004-05","4","14.0","27","29","96.2","34.4","68.7",".500","3.4","17.2",".200",".525","27.5","27.5","1.000","99.7","17.2","17.2","6.9","27.5","20.6","+3.4","-10.3","+.109","-3.4","+3.4","-.300","+.090","+13.7","0.0","+.500","+17.2","Brent Barry","Manu Gin√≥bili","Tony Massenburg","Tony Parker","Malik Rose","/players/b/barrybr01.html","/players/g/ginobma01.html","/players/m/masseto01.html","/players/p/parketo01.html","/players/r/rosema01.html"
"139","912","R. Allen†|†N. Collison†|†D. Fortson†|†R. Murray†|†V. Radmanovic","SEA","2004-05","3","14.0","23","24","80.6","37.7","65.2",".579","0.0","20.6",".000",".579","27.4","30.9",".889","102.9","13.7","3.4","3.4","20.6","27.4","+3.4","-6.9","+.103","-3.4","+10.3","-.333","+.079","+17.2","+13.7","+.289","+20.6","Ray Allen","Nick Collison","Danny Fortson","Ronald Murray","Vladimir Radmanoviƒá","/players/a/allenra02.html","/players/c/collini01.html","/players/f/fortsda01.html","/players/m/murraro01.html","/players/r/radmavl01.html"
"149","913","M. Banks†|†R. Davis†|†R. LaFrentz†|†W. McCarty†|†P. Pierce","BOS","2004-05","6","14.0","28","27","94.5","37.8","72.2",".524","6.9","17.2",".400",".571","34.4","51.6",".667","116.9","24.1","17.2","3.4","10.3","17.2","+3.4","+6.9","-.003","0.0","0.0",".000","-0.008","+13.7","+30.9","-.333","+20.6","Marcus Banks","Ricky Davis","Raef LaFrentz","Walter McCarty","Paul Pierce","/players/b/banksma01.html","/players/d/davisri01.html","/players/l/lafrera01.html","/players/m/mccarwa01.html","/players/p/piercpa01.html"
"159","914","T. Ariza†|†J. Crawford†|†S. Marbury†|†K. Thomas†|†T. Thomas","NYK","2004-05","9","14.0","35","34","117.9","54.7","85.5",".640","10.3","23.9",".429",".700","34.2","41.0",".833","153.8","23.9","6.8","6.8","27.3","47.9","+23.9","+3.4","+.265","+3.4","+13.7","-.238","+.283","-41.0","-47.9","-.013","+10.3","Trevor Ariza","Jamal Crawford","Stephon Marbury","Kurt Thomas","Tim Thomas","/players/a/arizatr01.html","/players/c/crawfja01.html","/players/m/marbust01.html","/players/t/thomaku01.html","/players/t/thomati01.html"
